card,group,scene,policy,upgraded,mode,control,n,before_valid,after_valid,before_dwin_pp,after_dwin_pp,after_ci95_lo_pp,after_ci95_hi_pp,before_dhp,after_dhp,before_dturns,after_dturns,before_plays,after_plays,before_ready_plays,after_ready_plays,after_seen_turns,after_playable_turns,after_empty_plays,after_unused_qi,before_aborts,after_aborts,final_source
hengsaoqianjun,primary,combo-4qi,greedy,0,replace,changshanzhaozilong,300,True,True,-6.6667,-0.6667,-3.992,2.6806,-1.75,-0.39667,0.23,0.08,466,469,113,66,487,466,0,186,0,0,lowhp-hengsao
hengsaoqianjun,primary,combo-4qi,greedy,1,add1,skip,300,True,True,6.6667,10.6667,3.4258,17.5561,0.83,2.4,-0.42667,-0.72,475,449,70,63,465,446,0,165,0,0,lowhp-hengsao
hengsaoqianjun,primary,combo-4qi,greedy,1,add2,skip,300,True,True,5.6667,13.0,6.0363,19.5355,1.74667,3.98333,-0.63667,-1.18,781,710,117,95,763,721,0,210,0,0,lowhp-hengsao
hengsaoqianjun,primary,combo-4qi,greedy,1,replace,changshanzhaozilong,300,True,True,-4.0,0,-2.6465,2.6465,-2.35333,-0.78333,0.40333,0.11,475,449,70,63,465,446,0,165,0,0,lowhp-hengsao
hengsaoqianjun,primary,combo-4qi,tactical,0,add1,skip,300,True,True,4.3333,7.3333,0.3254,14.0997,1.18,2.55667,-0.46333,-0.58667,404,402,237,175,437,437,0,163,0,0,lowhp-hengsao
hengsaoqianjun,primary,combo-4qi,tactical,0,add2,skip,300,True,True,6.3333,12.6667,6.0971,18.819,1.76667,3.60333,-0.61333,-0.87333,660,670,340,257,738,733,0,203,0,0,lowhp-hengsao
hengsaoqianjun,primary,combo-4qi,tactical,0,replace,changshanzhaozilong,300,True,True,-4.6667,-1.6667,-6.132,2.8536,-1.73667,-0.36,0.11667,-0.00667,404,402,237,175,437,437,0,163,0,0,lowhp-hengsao
hengsaoqianjun,primary,combo-4qi,tactical,1,add1,skip,300,True,True,8.3333,15.3333,8.0669,22.0947,2.44333,3.97667,-0.64,-0.74667,399,408,216,140,431,431,0,165,0,0,lowhp-hengsao
hengsaoqianjun,primary,combo-4qi,tactical,1,add2,skip,300,True,True,13.0,18.6667,11.9427,24.7758,3.94333,6.07667,-0.91333,-1.22,659,647,311,200,690,687,0,203,0,0,lowhp-hengsao
hengsaoqianjun,primary,combo-4qi,tactical,1,replace,changshanzhaozilong,300,True,True,-5.6667,1.3333,-3.0802,5.7029,-1.78667,-0.25333,0.11,0.00333,399,408,216,140,431,431,0,165,0,0,lowhp-hengsao
hengsaoqianjun,primary,act2,greedy,0,add1,skip,300,True,True,-1.6667,-4.0,-9.7812,1.913,-1.43667,-1.06667,-0.10667,-0.26333,374,472,6,2,559,507,0,5,0,0,lowhp-hengsao
hengsaoqianjun,primary,act2,greedy,0,add2,skip,300,True,True,-6.0,-8.6667,-13.8847,-3.1632,-3.56333,-3.06333,-0.17667,-0.51333,574,762,9,5,962,889,0,5,0,0,lowhp-hengsao
hengsaoqianjun,primary,act2,greedy,0,replace,changshanzhaozilong,300,True,True,0.6667,0,-2.2058,2.2058,-0.75667,-0.33667,0.21667,0.08,374,472,6,2,559,507,0,5,0,0,lowhp-hengsao
hengsaoqianjun,primary,act2,greedy,1,add1,skip,300,True,True,-2.3333,-3.0,-8.9273,3.0261,-1.28333,-0.01333,-0.17667,-0.44,447,481,3,2,557,503,0,5,0,0,lowhp-hengsao
hengsaoqianjun,primary,act2,greedy,1,add2,skip,300,True,True,-7.6667,-7.3333,-12.7726,-1.6525,-3.15,-1.72333,-0.39333,-0.75667,707,751,6,5,923,851,0,7,0,0,lowhp-hengsao
hengsaoqianjun,primary,act2,greedy,1,replace,changshanzhaozilong,300,True,True,-0.6667,0,-2.2058,2.2058,-1.64667,-0.27333,0.31667,0.07333,447,481,3,2,557,503,0,5,0,0,lowhp-hengsao
hengsaoqianjun,primary,act2,tactical,0,add1,skip,300,True,True,-3.3333,-1.3333,-6.7348,4.1121,-3.13667,-3.37,-0.01667,-0.09,140,209,37,32,561,549,0,5,0,0,lowhp-hengsao
hengsaoqianjun,primary,act2,tactical,0,add2,skip,300,True,True,-2.0,-3.0,-8.4055,2.5043,-3.77333,-4.57,0.01333,-0.11667,281,389,81,78,982,955,0,13,0,0,lowhp-hengsao
hengsaoqianjun,primary,act2,tactical,0,replace,changshanzhaozilong,300,True,True,-0.3333,0.3333,-2.0983,2.754,0.07667,0.15333,0.16667,0.02667,140,209,37,32,561,549,0,5,0,0,lowhp-hengsao
hengsaoqianjun,primary,act2,tactical,1,add1,skip,300,True,True,-2.3333,-0.6667,-5.9047,4.5933,-3.03667,-3.51,-0.09667,-0.25333,192,277,46,38,562,549,0,6,0,0,lowhp-hengsao
hengsaoqianjun,primary,act2,tactical,1,add2,skip,300,True,True,-3.0,-0.6667,-5.9047,4.5933,-4.26333,-3.49333,-0.18,-0.39667,368,495,90,79,957,930,0,11,0,0,lowhp-hengsao
hengsaoqianjun,primary,act2,tactical,1,replace,changshanzhaozilong,300,True,True,0.3333,0.3333,-2.506,3.1617,-0.03,-0.53667,0.26667,0.04,192,277,46,38,562,549,0,6,0,0,lowhp-hengsao
qiangtiaogaolan,primary,starter-single-group,greedy,0,add1,skip,300,True,True,0,0,-1.647,1.647,-3.03333,1.51333,0.26,-0.31,545,478,0,0,510,478,0,0,0,0,lowhp-gaolan
qiangtiaogaolan,primary,starter-single-group,greedy,0,add2,skip,300,True,True,0,0,-1.647,1.647,-5.40333,1.84667,0.41,-0.46667,857,673,0,0,874,828,0,0,0,0,lowhp-gaolan
qiangtiaogaolan,primary,starter-single-group,greedy,0,replace,lizhanwujiang,300,True,True,0,0,-1.647,1.647,-4.08667,0.46,-0.01333,-0.58333,545,478,0,0,510,478,0,0,0,0,lowhp-gaolan
qiangtiaogaolan,primary,starter-single-group,greedy,1,add1,skip,300,True,True,0,0,-1.647,1.647,-1.86333,2.45333,0.11333,-0.44,523,453,0,0,485,453,0,0,0,0,lowhp-gaolan
qiangtiaogaolan,primary,starter-single-group,greedy,1,add2,skip,300,True,True,0,0,-1.647,1.647,-3.11,3.06333,0.14667,-0.62667,805,643,0,0,831,789,0,0,0,0,lowhp-gaolan
qiangtiaogaolan,primary,starter-single-group,greedy,1,replace,lizhanwujiang,300,True,True,0,0,-1.647,1.647,-5.67,-1.35333,0.71667,0.16333,523,453,0,0,485,453,0,0,0,0,lowhp-gaolan
qiangtiaogaolan,primary,starter-single-group,tactical,0,add1,skip,300,True,True,0,0,-1.647,1.647,-0.78,-1.29667,0.01,-0.60667,144,449,0,0,483,483,0,2,0,0,lowhp-gaolan
qiangtiaogaolan,primary,starter-single-group,tactical,0,add2,skip,300,True,True,0,0,-1.647,1.647,-2.05333,-1.69333,0.08,-0.83333,271,642,0,0,841,839,0,3,0,0,lowhp-gaolan
qiangtiaogaolan,primary,starter-single-group,tactical,0,replace,lizhanwujiang,300,True,True,0,0,-1.647,1.647,-1.60667,-2.12333,0.89667,0.28,144,449,0,0,483,483,0,2,0,0,lowhp-gaolan
qiangtiaogaolan,primary,starter-single-group,tactical,1,add1,skip,300,True,True,0,0,-1.647,1.647,-0.49333,-0.78,-0.06,-0.82333,191,448,0,0,467,467,0,1,0,0,lowhp-gaolan
qiangtiaogaolan,primary,starter-single-group,tactical,1,add2,skip,300,True,True,0,0,-1.647,1.647,-1.78,-0.33333,0.00333,-1.04667,339,626,0,0,793,788,0,2,0,0,lowhp-gaolan
qiangtiaogaolan,primary,starter-single-group,tactical,1,replace,lizhanwujiang,300,True,True,0,0,-1.647,1.647,-3.15,-3.43667,1.15,0.38667,191,448,0,0,467,467,0,1,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act1-bosses,greedy,0,add1,skip,300,True,True,-25.3333,-0.3333,-10.0669,9.4112,-4.77,0.15,-0.46667,-0.58,660,651,0,2,768,658,0,3,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act1-bosses,greedy,0,add2,skip,300,True,True,-35.0,9.0,-1.4588,19.1623,-6.12,1.12667,-0.88333,-0.98,1055,1043,0,3,1348,1171,0,2,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act1-bosses,greedy,0,replace,lizhanwujiang,300,True,True,-20.3333,1.3333,-7.4027,10.0255,-3.29667,1.55333,-0.5,-0.62333,660,651,0,2,768,658,0,3,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act1-bosses,greedy,1,add1,skip,300,True,True,-19.0,7.0,-2.783,16.5524,-3.62,2.04333,-0.48333,-0.73,659,643,0,2,764,649,0,4,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act1-bosses,greedy,1,add2,skip,300,True,True,-30.3333,22.3333,11.8428,32.0882,-5.36667,4.26667,-0.90333,-1.24333,1043,1027,1,3,1320,1146,0,1,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act1-bosses,greedy,1,replace,lizhanwujiang,300,True,True,-36.3333,-11.3333,-19.5924,-2.701,-6.99333,-1.44333,0.21667,-0.03,659,643,0,2,764,649,0,4,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act1-bosses,tactical,0,add1,skip,300,True,True,-6.0,1.6667,-6.1094,9.3878,-3.67667,0.87333,0.1,-0.64667,145,537,3,13,854,810,0,10,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act1-bosses,tactical,0,add2,skip,300,True,True,-10.0,3.3333,-4.6131,11.1699,-5.76667,-0.32,-0.06,-1.02333,258,838,11,16,1530,1415,0,13,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act1-bosses,tactical,0,replace,lizhanwujiang,300,True,True,-12.3333,-4.0,-10.4165,2.5482,-6.57333,-2.10667,1.12,0.39333,145,537,3,13,854,810,0,10,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act1-bosses,tactical,1,add1,skip,300,True,True,-3.0,6.0,-1.8079,13.6102,-3.26,2.71333,0.01667,-1.02333,226,641,3,6,840,792,0,10,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act1-bosses,tactical,1,add2,skip,300,True,True,-8.6667,11.6667,4.4273,18.5218,-4.96,3.08,-0.25333,-1.53333,340,965,9,9,1441,1323,0,17,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act1-bosses,tactical,1,replace,lizhanwujiang,300,True,True,-16.3333,-7.0,-12.768,-1.0014,-12.39667,-6.68667,2.12667,1.10667,226,641,3,6,840,792,0,10,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-3qi,greedy,0,add1,skip,300,True,True,-14.6667,4.0,-2.0808,9.949,-5.74667,3.67,-0.07,-0.58333,563,557,21,46,640,557,0,48,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-3qi,greedy,0,add2,skip,300,True,True,-30.3333,6.0,-0.1553,11.9576,-9.35333,5.51,-0.15667,-0.78333,877,867,17,87,1121,975,0,65,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-3qi,greedy,0,replace,lizhanwujiang,300,True,True,-12.0,6.6667,0.7321,12.3816,-2.33,7.08667,-0.21333,-0.72667,563,557,21,46,640,557,0,48,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-3qi,greedy,1,add1,skip,300,True,True,-8.6667,5.6667,-0.0668,11.2135,-3.39667,6.40667,-0.18667,-0.75667,558,537,20,47,617,537,0,45,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-3qi,greedy,1,add2,skip,300,True,True,-17.3333,8.0,2.3992,13.3373,-5.74,9.21,-0.28,-1.04,847,829,17,88,1073,934,0,59,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-3qi,greedy,1,replace,lizhanwujiang,300,True,True,-15.3333,-1.0,-5.0189,3.0518,-8.80667,0.99667,0.55667,-0.01333,558,537,20,47,617,537,0,45,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-3qi,tactical,0,add1,skip,300,True,True,-3.6667,4.3333,-2.6999,11.2238,-2.04333,3.33333,-0.1,-0.62667,328,529,59,70,639,633,0,30,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-3qi,tactical,0,add2,skip,300,True,True,-8.0,5.6667,-1.1955,12.3421,-2.89333,4.76,-0.17,-0.89333,538,824,99,115,1087,1063,0,50,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-3qi,tactical,0,replace,lizhanwujiang,300,True,True,-13.6667,-5.6667,-9.809,-1.3376,-12.94,-7.56333,1.25667,0.73,328,529,59,70,639,633,0,30,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-3qi,tactical,1,add1,skip,300,True,True,-2.0,8.3333,1.9198,14.4724,-0.3,5.5,-0.31,-0.82333,401,592,48,42,628,623,0,26,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-3qi,tactical,1,add2,skip,300,True,True,-4.6667,10.0,4.2581,15.4125,-1.22667,8.68667,-0.45667,-1.27667,627,910,86,81,1050,1031,0,46,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-3qi,tactical,1,replace,lizhanwujiang,300,True,True,-12.3333,-2.0,-5.1604,1.2262,-16.01333,-10.21333,1.47667,0.96333,401,592,48,42,628,623,0,26,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-4qi,greedy,0,add1,skip,300,True,True,6.6667,14.3333,5.4684,22.7261,3.26667,7.25667,-0.37667,-0.53,458,484,24,43,506,483,0,221,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-4qi,greedy,0,add2,skip,300,True,True,9.0,18.6667,10.465,26.2534,6.69333,12.76333,-0.61667,-0.88667,720,822,41,69,870,827,0,288,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-4qi,greedy,0,replace,lizhanwujiang,300,True,True,-10.3333,-2.6667,-9.2913,4.0458,-8.67667,-4.68667,0.51,0.35667,458,484,24,43,506,483,0,221,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-4qi,greedy,1,add1,skip,300,True,True,12.3333,18.6667,10.1054,26.613,5.71,10.30667,-0.49667,-0.68667,449,471,24,42,492,470,0,208,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-4qi,greedy,1,add2,skip,300,True,True,15.6667,23.3333,15.2386,30.6594,9.86333,18.27333,-0.8,-1.18667,697,781,39,64,829,788,0,256,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-4qi,greedy,1,replace,lizhanwujiang,300,True,True,-10.3333,-4.0,-8.5863,0.718,-11.24333,-6.64667,0.68667,0.49667,449,471,24,42,492,470,0,208,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-4qi,tactical,0,add1,skip,300,True,True,5.6667,17.0,8.9712,24.4688,5.03333,9.89333,-0.41333,-0.6,441,485,66,82,501,501,0,176,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-4qi,tactical,0,add2,skip,300,True,True,7.3333,21.3333,14.107,27.8569,6.92,14.43,-0.6,-0.94333,707,793,89,113,838,836,0,203,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-4qi,tactical,0,replace,lizhanwujiang,300,True,True,-18.0,-6.6667,-10.6603,-2.4534,-17.75,-12.89,1.1,0.91333,441,485,66,82,501,501,0,176,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-4qi,tactical,1,add1,skip,300,True,True,12.0,17.6667,10.2872,24.4642,8.49667,12.56,-0.6,-0.73667,461,461,63,54,469,469,0,151,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-4qi,tactical,1,add2,skip,300,True,True,13.3333,23.0,16.0725,29.1699,11.11,19.14667,-0.85667,-1.23,717,782,78,88,807,807,0,202,0,0,lowhp-gaolan
qiangtiaogaolan,primary,combo-4qi,tactical,1,replace,lizhanwujiang,300,True,True,-12.0,-6.3333,-10.26,-2.198,-19.78667,-15.72333,1.22,1.08333,461,461,63,54,469,469,0,151,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act3,greedy,0,add1,skip,300,True,True,-10.3333,-1.0,-8.9562,6.9891,-3.84667,-0.86333,-0.19667,-0.14,310,313,0,2,373,319,0,0,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act3,greedy,0,add2,skip,300,True,True,-20.3333,-2.3333,-10.668,6.0782,-6.79333,-2.29,-0.18667,-0.27,555,545,0,3,656,587,0,4,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act3,greedy,0,replace,lizhanwujiang,300,True,True,-8.3333,2.3333,-3.3678,7.9576,-3.59667,-0.07,-0.14,-0.10333,310,313,0,2,373,319,0,0,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act3,greedy,1,add1,skip,300,True,True,-7.6667,3.0,-5.2121,11.1133,-2.95333,0.01667,-0.20667,-0.18,311,315,0,2,373,318,0,0,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act3,greedy,1,add2,skip,300,True,True,-15.0,2.3333,-5.9784,10.5682,-6.06333,-0.64333,-0.18333,-0.32,557,544,0,3,652,583,0,4,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act3,greedy,1,replace,lizhanwujiang,300,True,True,-8.6667,3.3333,-2.43,8.9869,-3.34667,0.19667,0.00667,0,311,315,0,2,373,318,0,0,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act3,tactical,0,add1,skip,300,True,True,-3.6667,-3.0,-6.8037,0.9025,-1.89,-2.23333,-0.02667,-0.08667,48,183,1,7,365,352,0,1,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act3,tactical,0,add2,skip,300,True,True,-3.3333,-2.3333,-6.7471,2.1573,-3.04,-2.23,0.10667,-0.09667,87,297,3,6,649,626,0,6,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act3,tactical,0,replace,lizhanwujiang,300,True,True,-1.0,-1.3333,-4.5976,1.9748,-0.42,-0.44,0.20667,0.15,48,183,1,7,365,352,0,1,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act3,tactical,1,add1,skip,300,True,True,-3.6667,-2.3333,-6.2341,1.6443,-2.21,-1.68,-0.03333,-0.17333,65,219,2,4,357,344,0,3,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act3,tactical,1,add2,skip,300,True,True,-4.0,-2.0,-6.5566,2.6224,-2.99333,-1.81,0.06667,-0.17333,112,379,3,6,651,632,0,5,0,0,lowhp-gaolan
qiangtiaogaolan,primary,act3,tactical,1,replace,lizhanwujiang,300,True,True,-3.6667,-1.3333,-4.5976,1.9748,-2.38,-1.15,0.43667,0.27667,65,219,2,4,357,344,0,3,0,0,lowhp-gaolan
qiangtiaogaolan,primary,final,greedy,0,add1,skip,300,True,True,-14.6667,-5.0,-13.0407,3.2054,-6.31333,-1.40667,0.07333,-0.07667,359,380,0,4,448,384,0,4,0,0,lowhp-gaolan
qiangtiaogaolan,primary,final,greedy,0,add2,skip,300,True,True,-22.3333,-5.6667,-12.998,1.8513,-9.29667,-1.79333,-0.02,-0.13,630,662,0,4,817,711,0,2,0,0,lowhp-gaolan
qiangtiaogaolan,primary,final,greedy,0,replace,lizhanwujiang,300,True,True,-11.6667,-1.3333,-6.914,4.2912,-5,-0.94667,-0.05667,-0.10333,359,380,0,4,448,384,0,4,0,0,lowhp-gaolan
qiangtiaogaolan,primary,final,greedy,1,add1,skip,300,True,True,-13.3333,-3.0,-11.0089,5.1077,-5.93333,-1.01,0.05667,-0.1,360,378,0,4,445,381,0,4,0,0,lowhp-gaolan
qiangtiaogaolan,primary,final,greedy,1,add2,skip,300,True,True,-19.6667,-1.3333,-9.0065,6.3837,-8.67333,-0.27,-0.06,-0.21667,633,657,0,4,808,703,0,3,0,0,lowhp-gaolan
qiangtiaogaolan,primary,final,greedy,1,replace,lizhanwujiang,300,True,True,-12.0,-1.3333,-6.7348,4.1121,-4.99,-0.97333,0.07,0.04333,360,378,0,4,445,381,0,4,0,0,lowhp-gaolan
qiangtiaogaolan,primary,final,tactical,0,add1,skip,300,True,True,-1.6667,0.3333,-4.6306,5.2863,-3.53,-3.17333,0.06,-0.04,50,191,4,5,418,395,0,6,0,0,lowhp-gaolan
qiangtiaogaolan,primary,final,tactical,0,add2,skip,300,True,True,-3.3333,-1.0,-6.1312,4.1642,-4.76,-4.66333,0.28667,0.03667,106,373,3,9,779,735,0,11,0,0,lowhp-gaolan
qiangtiaogaolan,primary,final,tactical,0,replace,lizhanwujiang,300,True,True,-1.3333,-0.6667,-4.5718,3.2604,-1.42333,-0.85333,0.30667,0.18333,50,191,4,5,418,395,0,6,0,0,lowhp-gaolan
qiangtiaogaolan,primary,final,tactical,1,add1,skip,300,True,True,-0.3333,0.6667,-4.1963,5.5076,-3.05333,-2.78333,0.03333,-0.06667,66,222,4,4,422,399,0,4,0,0,lowhp-gaolan
qiangtiaogaolan,primary,final,tactical,1,add2,skip,300,True,True,-2.6667,0.3333,-4.8285,5.4842,-4.52,-4.45,0.23333,-0.07,140,443,3,6,768,725,0,18,0,0,lowhp-gaolan
qiangtiaogaolan,primary,final,tactical,1,replace,lizhanwujiang,300,True,True,-1.0,-0.3333,-4.1165,3.4608,-2.04667,-1.37,0.49333,0.35333,66,222,4,4,422,399,0,4,0,0,lowhp-gaolan
xueranzhengpao,primary,starter-single-group,greedy,0,add1,skip,300,True,True,0,0,-1.647,1.647,-2.49333,0.73333,-0.4,-0.4,484,484,0,0,495,484,0,0,0,0,lowhp-xueran
xueranzhengpao,primary,starter-single-group,greedy,0,add2,skip,300,True,True,0,0,-1.647,1.647,-4.25,1.03667,-0.67333,-0.67333,793,793,0,0,833,809,0,0,0,0,lowhp-xueran
xueranzhengpao,primary,starter-single-group,greedy,0,replace,tingqiang,300,True,True,0,0,-1.647,1.647,-3.68,-0.45333,-0.18667,-0.18667,484,484,0,0,495,484,0,0,0,0,lowhp-xueran
xueranzhengpao,primary,starter-single-group,greedy,1,add1,skip,300,True,True,0,0,-1.647,1.647,-0.26667,2.68,-0.66667,-0.66667,442,442,0,0,455,442,0,0,0,0,lowhp-xueran
xueranzhengpao,primary,starter-single-group,greedy,1,add2,skip,300,True,True,0,0,-1.647,1.647,-1.57333,3.22667,-0.95333,-0.95333,720,720,0,0,747,728,0,0,0,0,lowhp-xueran
xueranzhengpao,primary,starter-single-group,greedy,1,replace,tingqiang,300,True,True,0,0,-1.647,1.647,-1.63333,1.31333,-0.42333,-0.42333,442,442,0,0,455,442,0,0,0,0,lowhp-xueran
xueranzhengpao,primary,starter-single-group,tactical,0,add1,skip,300,True,True,0,0,-1.647,1.647,-1.73,-0.37,-0.33,-0.48333,226,442,0,0,509,509,0,8,0,0,lowhp-xueran
xueranzhengpao,primary,starter-single-group,tactical,0,add2,skip,300,True,True,0,0,-1.647,1.647,-3.50667,-1.01667,-0.45,-0.78667,398,744,0,0,871,871,0,18,0,0,lowhp-xueran
xueranzhengpao,primary,starter-single-group,tactical,0,replace,tingqiang,300,True,True,0,0,-1.647,1.647,-2.65667,-1.29667,0.10667,-0.04667,226,442,0,0,509,509,0,8,0,0,lowhp-xueran
xueranzhengpao,primary,starter-single-group,tactical,1,add1,skip,300,True,True,0,0,-1.647,1.647,-2.35667,0.72667,-0.77333,-0.81333,451,448,0,0,469,469,0,8,0,0,lowhp-xueran
xueranzhengpao,primary,starter-single-group,tactical,1,add2,skip,300,True,True,0,0,-1.647,1.647,-3.09333,1.67333,-1.24,-1.27333,702,703,0,0,747,747,0,16,0,0,lowhp-xueran
xueranzhengpao,primary,starter-single-group,tactical,1,replace,tingqiang,300,True,True,0,0,-1.647,1.647,-3.83,-0.74667,-0.13667,-0.17667,451,448,0,0,469,469,0,8,0,0,lowhp-xueran
xueranzhengpao,primary,act1-bosses,greedy,0,add1,skip,300,True,True,-6.6667,6.3333,-3.6683,16.1263,-1.54,0.67333,-0.75333,-0.57333,718,744,0,0,827,744,2,6,0,0,lowhp-xueran
xueranzhengpao,primary,act1-bosses,greedy,0,add2,skip,300,True,True,-10.6667,9.0,-0.5352,18.2388,-2.86333,0.91333,-1.38667,-1.07333,1171,1233,0,0,1382,1240,6,12,0,0,lowhp-xueran
xueranzhengpao,primary,act1-bosses,greedy,0,replace,tingqiang,300,True,True,-9.3333,1.0,-5.6425,7.6096,-1.94333,0.16333,-0.40333,-0.20667,718,744,0,0,827,744,2,6,0,0,lowhp-xueran
xueranzhengpao,primary,act1-bosses,greedy,1,add1,skip,300,True,True,0,10.3333,0.6588,19.6674,0.06333,2.51667,-0.85333,-0.74,697,719,0,0,806,719,4,7,0,0,lowhp-xueran
xueranzhengpao,primary,act1-bosses,greedy,1,add2,skip,300,True,True,12.0,30.3333,20.2725,39.395,1.05333,6.59667,-1.68333,-1.5,1151,1186,0,0,1323,1195,1,10,0,0,lowhp-xueran
xueranzhengpao,primary,act1-bosses,greedy,1,replace,tingqiang,300,True,True,-7.6667,0,-7.9215,7.9215,-1.40333,0.91333,-0.43,-0.31,697,719,0,0,806,719,4,7,0,0,lowhp-xueran
xueranzhengpao,primary,act1-bosses,tactical,0,add1,skip,300,True,True,1.3333,2.3333,-5.7724,10.3622,-1.98,-0.16667,-0.27333,-0.61667,327,714,0,0,928,869,0,78,0,0,lowhp-xueran
xueranzhengpao,primary,act1-bosses,tactical,0,add2,skip,300,True,True,-1.0,7.0,-0.727,14.4964,-4.48333,1.02667,-0.6,-1.18333,533,1162,0,0,1534,1427,0,69,0,0,lowhp-xueran
xueranzhengpao,primary,act1-bosses,tactical,0,replace,tingqiang,300,True,True,-3.0,-2.3333,-7.1933,2.6035,-2.28667,-0.84667,0.17333,-0.18333,327,714,0,0,928,869,0,78,0,0,lowhp-xueran
xueranzhengpao,primary,act1-bosses,tactical,1,add1,skip,300,True,True,4.6667,8.0,0.3637,15.3727,-0.55,3.19333,-1.14667,-1.22,658,768,0,0,864,825,0,73,0,0,lowhp-xueran
xueranzhengpao,primary,act1-bosses,tactical,1,add2,skip,300,True,True,11.0,15.0,7.6197,21.8861,0.55333,7.56667,-1.85,-2.02,1088,1218,0,0,1416,1334,0,68,0,0,lowhp-xueran
xueranzhengpao,primary,act1-bosses,tactical,1,replace,tingqiang,300,True,True,-0.3333,1.6667,-3.2896,6.568,-2.85,0.22333,-0.35,-0.40333,658,768,0,0,864,825,0,73,0,0,lowhp-xueran
xueranzhengpao,primary,combo-3qi,greedy,0,add1,skip,300,True,True,0.3333,5.3333,-0.514,11.005,-1.65,2.17667,-0.41667,-0.36667,616,620,0,0,648,620,0,163,0,0,lowhp-xueran
xueranzhengpao,primary,combo-3qi,greedy,0,add2,skip,300,True,True,-8.6667,4.3333,-2.5643,11.0882,-3.95333,2.46667,-0.74333,-0.63333,1074,1097,0,0,1151,1104,2,227,0,0,lowhp-xueran
xueranzhengpao,primary,combo-3qi,greedy,0,replace,tingqiang,300,True,True,-3.6667,1.3333,-1.6172,4.2399,-4.10333,-0.27667,-0.20333,-0.15333,616,620,0,0,648,620,0,163,0,0,lowhp-xueran
xueranzhengpao,primary,combo-3qi,greedy,1,add1,skip,300,True,True,5.6667,7.3333,1.6525,12.7726,1.97667,5.79,-0.66667,-0.65,595,597,0,0,623,596,0,158,0,0,lowhp-xueran
xueranzhengpao,primary,combo-3qi,greedy,1,add2,skip,300,True,True,6.3333,9.0,3.6784,14.0251,2.53,9.06,-1.11333,-1.10667,997,997,0,0,1047,1004,0,199,0,0,lowhp-xueran
xueranzhengpao,primary,combo-3qi,greedy,1,replace,tingqiang,300,True,True,1.0,2.6667,-0.4105,5.656,-1.2,2.61333,-0.37,-0.35333,595,597,0,0,623,596,0,158,0,0,lowhp-xueran
xueranzhengpao,primary,combo-3qi,tactical,0,add1,skip,300,True,True,1.3333,4.6667,-1.8637,11.0433,-2.23667,0.43667,-0.24667,-0.43,340,573,0,0,656,656,0,143,0,0,lowhp-xueran
